date,bond_id,maturity_years,yield
2026-02-18,JGB010,6.533,0.022052
2026-02-18,JGB011,6.906,0.022477
2026-02-18,JGB012,7.441,0.021221
2026-02-18,JGB013,8.622,0.022204
2026-02-18,JGB014,8.676,0.022645
2026-02-18,JGB015,10.922,0.023537
2026-02-18,JGB016,11.385,0.023045
2026-02-18,JGB017,13.183,0.022825
2026-02-18,JGB018,14.279,0.023369
2026-02-18,JGB019,14.767,0.023253
2026-02-18,JGB020,15.229,0.02328
2026-02-18,JGB021,15.586,0.023129
2026-02-18,JGB022,15.615,0.023506
2026-02-18,JGB023,16.698,0.023528
2026-02-18,JGB024,16.835,0.023373
2026-02-18,JGB025,17.952,0.023399
2026-02-18,JGB026,18.244,0.022951
2026-02-18,JGB027,18.846,0.02334
2026-02-18,JGB028,20.054,0.024046
2026-02-18,JGB029,20.276,0.023496
2026-02-18,JGB030,20.364,0.023019
2026-02-18,JGB031,23.747,0.024164
2026-02-18,JGB032,24.165,0.023855
2026-02-18,JGB033,24.594,0.024573
2026-02-18,JGB034,26.086,0.023687
2026-02-18,JGB035,26.93,0.023531
2026-02-18,JGB036,27.092,0.023101
2026-02-18,JGB037,27.882,0.024195
2026-02-18,JGB038,28.476,0.0247
2026-02-18,JGB039,29.437,0.023336
2026-02-19,JGB000,1.346,0.013753
2026-02-19,JGB001,2.577,0.01638
2026-02-19,JGB002,2.952,0.018069
2026-02-19,JGB003,4.293,0.018924
2026-02-19,JGB004,4.298,0.019726
2026-02-19,JGB005,4.328,0.020011
2026-02-19,JGB006,4.57,0.019147
2026-02-19,JGB007,4.857,0.019885
2026-02-19,JGB008,4.864,0.019527
2026-02-19,JGB009,6.465,0.021508
2026-02-19,JGB010,6.533,0.021966
2026-02-19,JGB011,6.906,0.022386
2026-02-19,JGB012,7.441,0.021088
2026-02-19,JGB013,8.622,0.02205
2026-02-19,JGB014,8.676,0.022477
2026-02-19,JGB015,10.922,0.023372
2026-02-19,JGB016,11.385,0.023047
2026-02-19,JGB017,13.183,0.02282
2026-02-19,JGB018,14.279,0.023271
2026-02-19,JGB019,14.767,0.023191
2026-02-19,JGB020,15.229,0.023139
2026-02-19,JGB021,15.586,0.022956
2026-02-19,JGB022,15.615,0.023356
2026-02-19,JGB023,16.698,0.023368
2026-02-19,JGB024,16.835,0.023282
2026-02-19,JGB025,17.952,0.023193
2026-02-19,JGB026,18.244,0.022817
2026-02-19,JGB027,18.846,0.023173
2026-02-19,JGB028,20.054,0.023867
2026-02-19,JGB029,20.276,0.023378
2026-02-19,JGB030,20.364,0.022846
2026-02-19,JGB031,23.747,0.024046
2026-02-19,JGB032,24.165,0.023685
2026-02-19,JGB033,24.594,0.024336
2026-02-19,JGB034,26.086,0.023603
2026-02-19,JGB035,26.93,0.023397
2026-02-19,JGB036,27.092,0.022963
2026-02-19,JGB037,27.882,0.024123
2026-02-19,JGB038,28.476,0.024619
2026-02-19,JGB039,29.437,0.023273
2026-02-20,JGB000,1.346,0.014899
2026-02-20,JGB001,2.577,0.017558
2026-02-20,JGB002,2.952,0.019165
2026-02-20,JGB003,4.293,0.020055
2026-02-20,JGB004,4.298,0.020747
2026-02-20,JGB005,4.328,0.021168
2026-02-20,JGB006,4.57,0.020253
2026-02-20,JGB007,4.857,0.021054
2026-02-20,JGB008,4.864,0.020657
2026-02-20,JGB009,6.465,0.022513
2026-02-20,JGB010,6.533,0.023016
2026-02-20,JGB011,6.906,0.023486
2026-02-20,JGB012,7.441,0.022122
2026-02-20,JGB013,8.622,0.023142
2026-02-20,JGB014,8.676,0.023596
2026-02-20,JGB015,10.922,0.024533
2026-02-20,JGB016,11.385,0.024197
2026-02-20,JGB017,13.183,0.023902
2026-02-20,JGB018,14.279,0.024403
2026-02-20,JGB019,14.767,0.024362
2026-02-20,JGB020,15.229,0.024279
2026-02-20,JGB021,15.586,0.02408
2026-02-20,JGB022,15.615,0.024531
2026-02-20,JGB023,16.698,0.024651
2026-02-20,JGB024,16.835,0.024455
2026-02-20,JGB025,17.952,0.02444
2026-02-20,JGB026,18.244,0.023942
2026-02-20,JGB027,18.846,0.024373
2026-02-20,JGB028,20.054,0.02499
2026-02-20,JGB029,20.276,0.024526
2026-02-20,JGB030,20.364,0.023948
2026-02-20,JGB031,23.747,0.025283
2026-02-20,JGB032,24.165,0.024786
2026-02-20,JGB033,24.594,0.02557
2026-02-20,JGB034,26.086,0.024753
2026-02-20,JGB035,26.93,0.024425
2026-02-20,JGB036,27.092,0.02411
2026-02-20,JGB037,27.882,0.025313
2026-02-20,JGB038,28.476,0.025802
2026-02-20,JGB039,29.437,0.024317
2026-02-23,JGB000,1.346,0.014253
2026-02-23,JGB001,2.577,0.016879
2026-02-23,JGB002,2.952,0.018505
2026-02-23,JGB003,4.293,0.019552
2026-02-23,JGB004,4.298,0.020204
2026-02-23,JGB005,4.328,0.020515
2026-02-23,JGB006,4.57,0.019616
2026-02-23,JGB007,4.857,0.020478
2026-02-23,JGB008,4.864,0.020083
2026-02-23,JGB009,6.465,0.021859
2026-02-23,JGB010,6.533,0.022527
2026-02-23,JGB011,6.906,0.02281
2026-02-23,JGB012,7.441,0.021591
2026-02-23,JGB013,8.622,0.022559
2026-02-23,JGB014,8.676,0.02315
2026-02-23,JGB015,10.922,0.023926
2026-02-23,JGB016,11.385,0.023569
2026-02-23,JGB017,13.183,0.023374
2026-02-23,JGB018,14.279,0.023851
2026-02-23,JGB019,14.767,0.023786
2026-02-23,JGB020,15.229,0.023738
2026-02-23,JGB021,15.586,0.023507
2026-02-23,JGB022,15.615,0.023976
2026-02-23,JGB023,16.698,0.024015
2026-02-23,JGB024,16.835,0.023814
2026-02-23,JGB025,17.952,0.023889
2026-02-23,JGB026,18.244,0.023296
2026-02-23,JGB027,18.846,0.02369
2026-02-23,JGB028,20.054,0.024521
2026-02-23,JGB029,20.276,0.023917
2026-02-23,JGB030,20.364,0.023366
2026-02-23,JGB031,23.747,0.024599
2026-02-23,JGB032,24.165,0.024319
2026-02-23,JGB033,24.594,0.024875
2026-02-23,JGB034,26.086,0.024145
2026-02-23,JGB035,26.93,0.023902
2026-02-23,JGB036,27.092,0.023511
2026-02-23,JGB037,27.882,0.024632
2026-02-23,JGB038,28.476,0.025196
2026-02-23,JGB039,29.437,0.023739
2026-02-24,JGB000,1.346,0.013871
2026-02-24,JGB001,2.577,0.016395
2026-02-24,JGB002,2.952,0.017984
2026-02-24,JGB003,4.293,0.019015
2026-02-24,JGB004,4.298,0.019724
2026-02-24,JGB005,4.328,0.020045
2026-02-24,JGB006,4.57,0.019166
2026-02-24,JGB007,4.857,0.019923
2026-02-24,JGB008,4.864,0.019721
2026-02-24,JGB009,6.465,0.021382
2026-02-24,JGB010,6.533,0.021958
2026-02-24,JGB011,6.906,0.02232
2026-02-24,JGB012,7.441,0.021111
2026-02-24,JGB013,8.622,0.022139
2026-02-24,JGB014,8.676,0.022592
2026-02-24,JGB015,10.922,0.0235
2026-02-24,JGB016,11.385,0.023057
2026-02-24,JGB017,13.183,0.022925
2026-02-24,JGB018,14.279,0.023355
2026-02-24,JGB019,14.767,0.023193
2026-02-24,JGB020,15.229,0.023251
2026-02-24,JGB021,15.586,0.023002
2026-02-24,JGB022,15.615,0.023502
2026-02-24,JGB023,16.698,0.023502
2026-02-24,JGB024,16.835,0.023355
2026-02-24,JGB025,17.952,0.023343
2026-02-24,JGB026,18.244,0.022876
2026-02-24,JGB027,18.846,0.023187
2026-02-24,JGB028,20.054,0.024024
2026-02-24,JGB029,20.276,0.023415
2026-02-24,JGB030,20.364,0.022939
2026-02-24,JGB031,23.747,0.024083
2026-02-24,JGB032,24.165,0.02369
2026-02-24,JGB033,24.594,0.024365
2026-02-24,JGB034,26.086,0.023703
2026-02-24,JGB035,26.93,0.023395
2026-02-24,JGB036,27.092,0.023023
2026-02-24,JGB037,27.882,0.024088
2026-02-24,JGB038,28.476,0.02464
2026-02-24,JGB039,29.437,0.023302
2026-02-25,JGB000,1.346,0.013486
2026-02-25,JGB001,2.577,0.016076
2026-02-25,JGB002,2.952,0.017686
2026-02-25,JGB003,4.293,0.018637
2026-02-25,JGB004,4.298,0.019391
2026-02-25,JGB005,4.328,0.019697
2026-02-25,JGB006,4.57,0.018898
2026-02-25,JGB007,4.857,0.019633
2026-02-25,JGB008,4.864,0.019234
2026-02-25,JGB009,6.465,0.02105
2026-02-25,JGB010,6.533,0.021683
2026-02-25,JGB011,6.906,0.021991
2026-02-25,JGB012,7.441,0.020702
2026-02-25,JGB013,8.622,0.021665
2026-02-25,JGB014,8.676,0.022273
2026-02-25,JGB015,10.922,0.023064
2026-02-25,JGB016,11.385,0.022796
2026-02-25,JGB017,13.183,0.022485
2026-02-25,JGB018,14.279,0.022922
2026-02-25,JGB019,14.767,0.022895
2026-02-25,JGB020,15.229,0.022952
2026-02-25,JGB021,15.586,0.022628
2026-02-25,JGB022,15.615,0.023057
2026-02-25,JGB023,16.698,0.023172
2026-02-25,JGB024,16.835,0.023058
2026-02-25,JGB025,17.952,0.023038
2026-02-25,JGB026,18.244,0.022556
2026-02-25,JGB027,18.846,0.022922
2026-02-25,JGB028,20.054,0.023642
2026-02-25,JGB029,20.276,0.023132
2026-02-25,JGB030,20.364,0.022683
2026-02-25,JGB031,23.747,0.023752
2026-02-25,JGB032,24.165,0.023507
2026-02-25,JGB033,24.594,0.024063
2026-02-25,JGB034,26.086,0.023314
2026-02-25,JGB035,26.93,0.023039
2026-02-25,JGB036,27.092,0.022655
2026-02-25,JGB037,27.882,0.023833
2026-02-25,JGB038,28.476,0.024272
2026-02-25,JGB039,29.437,0.023016
2026-02-26,JGB000,1.346,0.012883
2026-02-26,JGB001,2.577,0.015493
2026-02-26,JGB002,2.952,0.017088
2026-02-26,JGB003,4.293,0.018034
2026-02-26,JGB004,4.298,0.018819
2026-02-26,JGB005,4.328,0.019249
2026-02-26,JGB006,4.57,0.018141
2026-02-26,JGB007,4.857,0.019027
2026-02-26,JGB008,4.864,0.018607
2026-02-26,JGB009,6.465,0.020427
2026-02-26,JGB010,6.533,0.021035
2026-02-26,JGB011,6.906,0.021388
2026-02-26,JGB012,7.441,0.020168
2026-02-26,JGB013,8.622,0.021166
2026-02-26,JGB014,8.676,0.021531
2026-02-26,JGB015,10.922,0.022523
2026-02-26,JGB016,11.385,0.022144
2026-02-26,JGB017,13.183,0.021828
2026-02-26,JGB018,14.279,0.022414
2026-02-26,JGB019,14.767,0.022314
2026-02-26,JGB020,15.229,0.022236
2026-02-26,JGB021,15.586,0.022122
2026-02-26,JGB022,15.615,0.022447
2026-02-26,JGB023,16.698,0.022569
2026-02-26,JGB024,16.835,0.022371
2026-02-26,JGB025,17.952,0.022324
2026-02-26,JGB026,18.244,0.021954
2026-02-26,JGB027,18.846,0.022286
2026-02-26,JGB028,20.054,0.023057
2026-02-26,JGB029,20.276,0.022388
2026-02-26,JGB030,20.364,0.021955
2026-02-26,JGB031,23.747,0.023124
2026-02-26,JGB032,24.165,0.022911
2026-02-26,JGB033,24.594,0.023414
2026-02-26,JGB034,26.086,0.022727
2026-02-26,JGB035,26.93,0.022388
2026-02-26,JGB036,27.092,0.022101
2026-02-26,JGB037,27.882,0.023195
2026-02-26,JGB038,28.476,0.023726
2026-02-26,JGB039,29.437,0.022326
2026-02-27,JGB000,1.346,0.01108
2026-02-27,JGB001,2.577,0.013841
2026-02-27,JGB002,2.952,0.015393
2026-02-27,JGB003,4.293,0.016262
2026-02-27,JGB004,4.298,0.017088
2026-02-27,JGB005,4.328,0.017334
2026-02-27,JGB006,4.57,0.016441
2026-02-27,JGB007,4.857,0.017229
2026-02-27,JGB008,4.864,0.016953
2026-02-27,JGB009,6.465,0.018848
2026-02-27,JGB010,6.533,0.01925
2026-02-27,JGB011,6.906,0.019724
2026-02-27,JGB012,7.441,0.018499
2026-02-27,JGB013,8.622,0.019487
2026-02-27,JGB014,8.676,0.019789
2026-02-27,JGB015,10.922,0.020796
2026-02-27,JGB016,11.385,0.020431
2026-02-27,JGB017,13.183,0.020079
2026-02-27,JGB018,14.279,0.020685
2026-02-27,JGB019,14.767,0.020584
2026-02-27,JGB020,15.229,0.020566
2026-02-27,JGB021,15.586,0.02031
2026-02-27,JGB022,15.615,0.02081
2026-02-27,JGB023,16.698,0.020783
2026-02-27,JGB024,16.835,0.02069
2026-02-27,JGB025,17.952,0.020662
2026-02-27,JGB026,18.244,0.020221
2026-02-27,JGB027,18.846,0.02051
2026-02-27,JGB028,20.054,0.021376
2026-02-27,JGB029,20.276,0.020796
2026-02-27,JGB030,20.364,0.020286
2026-02-27,JGB031,23.747,0.021391
2026-02-27,JGB032,24.165,0.021092
2026-02-27,JGB033,24.594,0.021831
2026-02-27,JGB034,26.086,0.020989
2026-02-27,JGB035,26.93,0.02071
2026-02-27,JGB036,27.092,0.020363
2026-02-27,JGB037,27.882,0.021487
2026-02-27,JGB038,28.476,0.021975
2026-02-27,JGB039,29.437,0.020592
2026-03-02,JGB000,1.346,0.01205
2026-03-02,JGB001,2.577,0.014628
2026-03-02,JGB002,2.952,0.016167
2026-03-02,JGB003,4.293,0.017139
2026-03-02,JGB004,4.298,0.017906
2026-03-02,JGB005,4.328,0.018278
2026-03-02,JGB006,4.57,0.017323
2026-03-02,JGB007,4.857,0.018209
2026-03-02,JGB008,4.864,0.017765
2026-03-02,JGB009,6.465,0.019577
2026-03-02,JGB010,6.533,0.020023
2026-03-02,JGB011,6.906,0.020515
2026-03-02,JGB012,7.441,0.01924
2026-03-02,JGB013,8.622,0.020238
2026-03-02,JGB014,8.676,0.02079
2026-03-02,JGB015,10.922,0.021722
2026-03-02,JGB016,11.385,0.021263
2026-03-02,JGB017,13.183,0.02096
2026-03-02,JGB018,14.279,0.021647
2026-03-02,JGB019,14.767,0.021454
2026-03-02,JGB020,15.229,0.021382
2026-03-02,JGB021,15.586,0.02119
2026-03-02,JGB022,15.615,0.021587
2026-03-02,JGB023,16.698,0.02171
2026-03-02,JGB024,16.835,0.021544
2026-03-02,JGB025,17.952,0.021599
2026-03-02,JGB026,18.244,0.02116
2026-03-02,JGB027,18.846,0.021489
2026-03-02,JGB028,20.054,0.022221
2026-03-02,JGB029,20.276,0.021591
2026-03-02,JGB030,20.364,0.021085
2026-03-02,JGB031,23.747,0.022287
2026-03-02,JGB032,24.165,0.021912
2026-03-02,JGB033,24.594,0.022605
2026-03-02,JGB034,26.086,0.0218
2026-03-02,JGB035,26.93,0.021652
2026-03-02,JGB036,27.092,0.021226
2026-03-02,JGB037,27.882,0.02225
2026-03-02,JGB038,28.476,0.022852
2026-03-02,JGB039,29.437,0.021575
2026-03-03,JGB000,1.346,0.010386
2026-03-03,JGB001,2.577,0.013042
2026-03-03,JGB002,2.952,0.014583
2026-03-03,JGB003,4.293,0.015544
2026-03-03,JGB004,4.298,0.016312
2026-03-03,JGB005,4.328,0.016572
2026-03-03,JGB006,4.57,0.01576
2026-03-03,JGB007,4.857,0.016577
2026-03-03,JGB008,4.864,0.016097
2026-03-03,JGB009,6.465,0.018019
2026-03-03,JGB010,6.533,0.01862
2026-03-03,JGB011,6.906,0.018968
2026-03-03,JGB012,7.441,0.017739
2026-03-03,JGB013,8.622,0.018681
2026-03-03,JGB014,8.676,0.019165
2026-03-03,JGB015,10.922,0.020105
2026-03-03,JGB016,11.385,0.019686
2026-03-03,JGB017,13.183,0.019371
2026-03-03,JGB018,14.279,0.019959
2026-03-03,JGB019,14.767,0.019885
2026-03-03,JGB020,15.229,0.019839
2026-03-03,JGB021,15.586,0.019575
2026-03-03,JGB022,15.615,0.020081
2026-03-03,JGB023,16.698,0.02015
2026-03-03,JGB024,16.835,0.01994
2026-03-03,JGB025,17.952,0.019982
2026-03-03,JGB026,18.244,0.019573
2026-03-03,JGB027,18.846,0.019847
2026-03-03,JGB028,20.054,0.020595
2026-03-03,JGB029,20.276,0.019994
2026-03-03,JGB030,20.364,0.019564
2026-03-03,JGB031,23.747,0.020688
2026-03-03,JGB032,24.165,0.02035
2026-03-03,JGB033,24.594,0.021015
2026-03-03,JGB034,26.086,0.020217
2026-03-03,JGB035,26.93,0.020041
2026-03-03,JGB036,27.092,0.019653
2026-03-03,JGB037,27.882,0.02069
2026-03-03,JGB038,28.476,0.021221
2026-03-03,JGB039,29.437,0.019926
2026-03-04,JGB000,1.346,0.010745
2026-03-04,JGB001,2.577,0.013491
2026-03-04,JGB002,2.952,0.015022
2026-03-04,JGB003,4.293,0.015885
2026-03-04,JGB004,4.298,0.016663
2026-03-04,JGB005,4.328,0.017023
2026-03-04,JGB006,4.57,0.016081
2026-03-04,JGB007,4.857,0.016787
2026-03-04,JGB008,4.864,0.016483
2026-03-04,JGB009,6.465,0.018338
2026-03-04,JGB010,6.533,0.01899
2026-03-04,JGB011,6.906,0.019202
2026-03-04,JGB012,7.441,0.018112
2026-03-04,JGB013,8.622,0.018958
2026-03-04,JGB014,8.676,0.019541
2026-03-04,JGB015,10.922,0.020359
2026-03-04,JGB016,11.385,0.019993
2026-03-04,JGB017,13.183,0.019795
2026-03-04,JGB018,14.279,0.020255
2026-03-04,JGB019,14.767,0.020213
2026-03-04,JGB020,15.229,0.020112
2026-03-04,JGB021,15.586,0.019904
2026-03-04,JGB022,15.615,0.020364
2026-03-04,JGB023,16.698,0.020374
2026-03-04,JGB024,16.835,0.02024
2026-03-04,JGB025,17.952,0.020308
2026-03-04,JGB026,18.244,0.019767
2026-03-04,JGB027,18.846,0.020083
2026-03-04,JGB028,20.054,0.020878
2026-03-04,JGB029,20.276,0.020411
2026-03-04,JGB030,20.364,0.019881
2026-03-04,JGB031,23.747,0.021077
2026-03-04,JGB032,24.165,0.020758
2026-03-04,JGB033,24.594,0.021297
2026-03-04,JGB034,26.086,0.020544
2026-03-04,JGB035,26.93,0.020206
2026-03-04,JGB036,27.092,0.019917
2026-03-04,JGB037,27.882,0.021096
2026-03-04,JGB038,28.476,0.021493
2026-03-04,JGB039,29.437,0.020123
2026-03-05,JGB000,1.346,0.009674
2026-03-05,JGB001,2.577,0.01234
2026-03-05,JGB002,2.952,0.014018
2026-03-05,JGB003,4.293,0.014883
2026-03-05,JGB004,4.298,0.015474
2026-03-05,JGB005,4.328,0.015762
2026-03-05,JGB006,4.57,0.014993
2026-03-05,JGB007,4.857,0.01585
2026-03-05,JGB008,4.864,0.01532
2026-03-05,JGB009,6.465,0.017232
2026-03-05,JGB010,6.533,0.017784
2026-03-05,JGB011,6.906,0.018219
2026-03-05,JGB012,7.441,0.016949
2026-03-05,JGB013,8.622,0.017915
2026-03-05,JGB014,8.676,0.01847
2026-03-05,JGB015,10.922,0.0193
2026-03-05,JGB016,11.385,0.018945
2026-03-05,JGB017,13.183,0.018761
2026-03-05,JGB018,14.279,0.019122
2026-03-05,JGB019,14.767,0.019031
2026-03-05,JGB020,15.229,0.019065
2026-03-05,JGB021,15.586,0.01894
2026-03-05,JGB022,15.615,0.019307
2026-03-05,JGB023,16.698,0.019377
2026-03-05,JGB024,16.835,0.019154
2026-03-05,JGB025,17.952,0.019209
2026-03-05,JGB026,18.244,0.018718
2026-03-05,JGB027,18.846,0.019124
2026-03-05,JGB028,20.054,0.019823
2026-03-05,JGB029,20.276,0.01927
2026-03-05,JGB030,20.364,0.018821
2026-03-05,JGB031,23.747,0.019988
2026-03-05,JGB032,24.165,0.019589
2026-03-05,JGB033,24.594,0.020302
2026-03-05,JGB034,26.086,0.019377
2026-03-05,JGB035,26.93,0.019313
2026-03-05,JGB036,27.092,0.019009
2026-03-05,JGB037,27.882,0.020017
2026-03-05,JGB038,28.476,0.020521
2026-03-05,JGB039,29.437,0.019153
2026-03-06,JGB000,1.346,0.010357
2026-03-06,JGB001,2.577,0.013031
2026-03-06,JGB002,2.952,0.014591
2026-03-06,JGB003,4.293,0.015506
2026-03-06,JGB004,4.298,0.016272
2026-03-06,JGB005,4.328,0.016591
2026-03-06,JGB006,4.57,0.015614
2026-03-06,JGB007,4.857,0.016617
2026-03-06,JGB008,4.864,0.016124
2026-03-06,JGB009,6.465,0.017889
2026-03-06,JGB010,6.533,0.018576
2026-03-06,JGB011,6.906,0.018931
2026-03-06,JGB012,7.441,0.017684
2026-03-06,JGB013,8.622,0.01864
2026-03-06,JGB014,8.676,0.019088
2026-03-06,JGB015,10.922,0.019865
2026-03-06,JGB016,11.385,0.019618
2026-03-06,JGB017,13.183,0.019389
2026-03-06,JGB018,14.279,0.019939
2026-03-06,JGB019,14.767,0.01976
2026-03-06,JGB020,15.229,0.019741
2026-03-06,JGB021,15.586,0.019583
2026-03-06,JGB022,15.615,0.019998
2026-03-06,JGB023,16.698,0.020025
2026-03-06,JGB024,16.835,0.019897
2026-03-06,JGB025,17.952,0.019828
2026-03-06,JGB026,18.244,0.019543
2026-03-06,JGB027,18.846,0.019758
2026-03-06,JGB028,20.054,0.020519
2026-03-06,JGB029,20.276,0.019948
2026-03-06,JGB030,20.364,0.019431
2026-03-06,JGB031,23.747,0.020675
2026-03-06,JGB032,24.165,0.020384
2026-03-06,JGB033,24.594,0.021044
2026-03-06,JGB034,26.086,0.020204
2026-03-06,JGB035,26.93,0.019954
2026-03-06,JGB036,27.092,0.019628
2026-03-06,JGB037,27.882,0.020631
2026-03-06,JGB038,28.476,0.021211
2026-03-06,JGB039,29.437,0.019889
2026-03-09,JGB000,1.346,0.01082
2026-03-09,JGB001,2.577,0.01342
2026-03-09,JGB002,2.952,0.015185
2026-03-09,JGB003,4.293,0.015999
2026-03-09,JGB004,4.298,0.01668
2026-03-09,JGB005,4.328,0.017029
2026-03-09,JGB006,4.57,0.016199
2026-03-09,JGB007,4.857,0.017069
2026-03-09,JGB008,4.864,0.016613
2026-03-09,JGB009,6.465,0.01853
2026-03-09,JGB010,6.533,0.01903
2026-03-09,JGB011,6.906,0.019452
2026-03-09,JGB012,7.441,0.018219
2026-03-09,JGB013,8.622,0.019082
2026-03-09,JGB014,8.676,0.019644
2026-03-09,JGB015,10.922,0.020488
2026-03-09,JGB016,11.385,0.020087
2026-03-09,JGB017,13.183,0.019905
2026-03-09,JGB018,14.279,0.020343
2026-03-09,JGB019,14.767,0.020297
2026-03-09,JGB020,15.229,0.02021
2026-03-09,JGB021,15.586,0.020053
2026-03-09,JGB022,15.615,0.020482
2026-03-09,JGB023,16.698,0.020587
2026-03-09,JGB024,16.835,0.020383
2026-03-09,JGB025,17.952,0.020377
2026-03-09,JGB026,18.244,0.020041
2026-03-09,JGB027,18.846,0.020154
2026-03-09,JGB028,20.054,0.020956
2026-03-09,JGB029,20.276,0.020321
2026-03-09,JGB030,20.364,0.01996
2026-03-09,JGB031,23.747,0.021164
2026-03-09,JGB032,24.165,0.020859
2026-03-09,JGB033,24.594,0.021478
2026-03-09,JGB034,26.086,0.020625
2026-03-09,JGB035,26.93,0.020558
2026-03-09,JGB036,27.092,0.020093
2026-03-09,JGB037,27.882,0.021184
2026-03-09,JGB038,28.476,0.021646
2026-03-09,JGB039,29.437,0.020377
2026-03-10,JGB000,1.346,0.010431
2026-03-10,JGB001,2.577,0.013081
2026-03-10,JGB002,2.952,0.014689
2026-03-10,JGB003,4.293,0.01556
2026-03-10,JGB004,4.298,0.016401
2026-03-10,JGB005,4.328,0.016617
2026-03-10,JGB006,4.57,0.015718
2026-03-10,JGB007,4.857,0.016601
2026-03-10,JGB008,4.864,0.016196
2026-03-10,JGB009,6.465,0.01805
2026-03-10,JGB010,6.533,0.018574
2026-03-10,JGB011,6.906,0.019007
2026-03-10,JGB012,7.441,0.017717
2026-03-10,JGB013,8.622,0.018594
2026-03-10,JGB014,8.676,0.019242
2026-03-10,JGB015,10.922,0.020033
2026-03-10,JGB016,11.385,0.019683
2026-03-10,JGB017,13.183,0.019485
2026-03-10,JGB018,14.279,0.019962
2026-03-10,JGB019,14.767,0.020007
2026-03-10,JGB020,15.229,0.019756
2026-03-10,JGB021,15.586,0.019597
2026-03-10,JGB022,15.615,0.02009
2026-03-10,JGB023,16.698,0.020177
2026-03-10,JGB024,16.835,0.019943
2026-03-10,JGB025,17.952,0.019878
2026-03-10,JGB026,18.244,0.019593
2026-03-10,JGB027,18.846,0.01983
2026-03-10,JGB028,20.054,0.020579
2026-03-10,JGB029,20.276,0.02008
2026-03-10,JGB030,20.364,0.019504
2026-03-10,JGB031,23.747,0.020697
2026-03-10,JGB032,24.165,0.020429
2026-03-10,JGB033,24.594,0.021033
2026-03-10,JGB034,26.086,0.020261
2026-03-10,JGB035,26.93,0.020001
2026-03-10,JGB036,27.092,0.01965
2026-03-10,JGB037,27.882,0.02072
2026-03-10,JGB038,28.476,0.021202
2026-03-10,JGB039,29.437,0.020022
2026-03-11,JGB000,1.346,0.010815
2026-03-11,JGB001,2.577,0.013339
2026-03-11,JGB002,2.952,0.014993
2026-03-11,JGB003,4.293,0.015907
2026-03-11,JGB004,4.298,0.016584
2026-03-11,JGB005,4.328,0.017011
2026-03-11,JGB006,4.57,0.016055
2026-03-11,JGB007,4.857,0.016892
2026-03-11,JGB008,4.864,0.01643
2026-03-11,JGB009,6.465,0.018413
2026-03-11,JGB010,6.533,0.018949
2026-03-11,JGB011,6.906,0.019342
2026-03-11,JGB012,7.441,0.018017
2026-03-11,JGB013,8.622,0.018967
2026-03-11,JGB014,8.676,0.019583
2026-03-11,JGB015,10.922,0.020387
2026-03-11,JGB016,11.385,0.020025
2026-03-11,JGB017,13.183,0.019773
2026-03-11,JGB018,14.279,0.020222
2026-03-11,JGB019,14.767,0.020263
2026-03-11,JGB020,15.229,0.020044
2026-03-11,JGB021,15.586,0.019963
2026-03-11,JGB022,15.615,0.020398
2026-03-11,JGB023,16.698,0.020346
2026-03-11,JGB024,16.835,0.02029
2026-03-11,JGB025,17.952,0.020293
2026-03-11,JGB026,18.244,0.019855
2026-03-11,JGB027,18.846,0.020152
2026-03-11,JGB028,20.054,0.020929
2026-03-11,JGB029,20.276,0.020409
2026-03-11,JGB030,20.364,0.019867
2026-03-11,JGB031,23.747,0.021123
2026-03-11,JGB032,24.165,0.020765
2026-03-11,JGB033,24.594,0.021399
2026-03-11,JGB034,26.086,0.020634
2026-03-11,JGB035,26.93,0.020333
2026-03-11,JGB036,27.092,0.019948
2026-03-11,JGB037,27.882,0.021118
2026-03-11,JGB038,28.476,0.021624
2026-03-11,JGB039,29.437,0.020328
2026-03-12,JGB000,1.346,0.011641
2026-03-12,JGB001,2.577,0.014261
2026-03-12,JGB002,2.952,0.015844
2026-03-12,JGB003,4.293,0.016762
2026-03-12,JGB004,4.298,0.017496
2026-03-12,JGB005,4.328,0.017892
2026-03-12,JGB006,4.57,0.01693
2026-03-12,JGB007,4.857,0.017748
2026-03-12,JGB008,4.864,0.017378
2026-03-12,JGB009,6.465,0.019201
2026-03-12,JGB010,6.533,0.019764
2026-03-12,JGB011,6.906,0.020077
2026-03-12,JGB012,7.441,0.018945
2026-03-12,JGB013,8.622,0.019843
2026-03-12,JGB014,8.676,0.020396
2026-03-12,JGB015,10.922,0.021284
2026-03-12,JGB016,11.385,0.020784
2026-03-12,JGB017,13.183,0.020751
2026-03-12,JGB018,14.279,0.021151
2026-03-12,JGB019,14.767,0.021061
2026-03-12,JGB020,15.229,0.02092
2026-03-12,JGB021,15.586,0.020849
2026-03-12,JGB022,15.615,0.02129
2026-03-12,JGB023,16.698,0.021276
2026-03-12,JGB024,16.835,0.021153
2026-03-12,JGB025,17.952,0.021199
2026-03-12,JGB026,18.244,0.020705
2026-03-12,JGB027,18.846,0.021017
2026-03-12,JGB028,20.054,0.021842
2026-03-12,JGB029,20.276,0.021236
2026-03-12,JGB030,20.364,0.020716
2026-03-12,JGB031,23.747,0.022022
2026-03-12,JGB032,24.165,0.0216
2026-03-12,JGB033,24.594,0.022222
2026-03-12,JGB034,26.086,0.021448
